ID$|$Title$|$HTML$|$PDF
16$|$Dear Colleague Letter: Supplemental Funding Opportunity for EFRI ODISSEI Grantees to Partner with Industry$|$https://www.nsf.gov/pubs/2017/nsf17039/nsf17039.jsp$|$https://www.nsf.gov/pubs/2017/nsf17039/nsf17039.pdf
17$|$Frequently Asked Questions (FAQs) for the Science of Learning (SL) Program$|$https://www.nsf.gov/pubs/2017/nsf17041/nsf17041.jsp$|$https://www.nsf.gov/pubs/2017/nsf17041/nsf17041.pdf
18$|$Change to the FY 2017 Full Proposal Submission Deadline for the NSF Scholarships in Science, Technology, Engineering, and Mathematics (S-STEM) Program$|$https://www.nsf.gov/pubs/2017/nsf17040/nsf17040.jsp$|$https://www.nsf.gov/pubs/2017/nsf17040/nsf17040.pdf
19$|$Building Community and Capacity in Data Intensive Research in Education (BCC-EHR)$|$https://www.nsf.gov/pubs/2017/nsf17532/nsf17532.htm$|$https://www.nsf.gov/pubs/2017/nsf17532/nsf17532.pdf
20$|$Innovation Corps (I-Corps TM) - National Innovation Network Nodes Program (I-Corps Nodes)$|$https://www.nsf.gov/pubs/2017/nsf17533/nsf17533.htm$|$https://www.nsf.gov/pubs/2017/nsf17533/nsf17533.pdf
21$|$Division of Ocean Sciences (OCE) Sample and Data Policy$|$https://www.nsf.gov/pubs/2017/nsf17037/nsf17037.jsp$|$https://www.nsf.gov/pubs/2017/nsf17037/nsf17037.pdf
22$|$Dear Colleague Letter: Data-Driven Discovery Science in Chemistry (D3SC)$|$https://www.nsf.gov/pubs/2017/nsf17036/nsf17036.jsp$|$https://www.nsf.gov/pubs/2017/nsf17036/nsf17036.pdf
23$|$Cyber-Physical Systems (CPS)$|$https://www.nsf.gov/pubs/2017/nsf17529/nsf17529.htm$|$https://www.nsf.gov/pubs/2017/nsf17529/nsf17529.pdf
24$|$Innovations at the Nexus of Food, Energy and Water Systems (INFEWS)$|$https://www.nsf.gov/pubs/2017/nsf17530/nsf17530.htm$|$https://www.nsf.gov/pubs/2017/nsf17530/nsf17530.pdf
25$|$Energy-Efficient Computing: from Devices to Architectures (E2CDA): A Joint Initiative between NSF and SRC$|$https://www.nsf.gov/pubs/2017/nsf17531/nsf17531.htm$|$https://www.nsf.gov/pubs/2017/nsf17531/nsf17531.pdf
26$|$Software Infrastructure for Sustained Innovation (SSE, SSI, S2I2): Software Elements, Frameworks and Institute Conceptualizations$|$https://www.nsf.gov/pubs/2017/nsf17526/nsf17526.htm$|$https://www.nsf.gov/pubs/2017/nsf17526/nsf17526.pdf
27$|$NSF Scholarships in Science, Technology, Engineering, and Mathematics (S-STEM)$|$https://www.nsf.gov/pubs/2017/nsf17527/nsf17527.htm$|$https://www.nsf.gov/pubs/2017/nsf17527/nsf17527.pdf
28$|$Cybersecurity Innovation for Cyberinfrastructure (CICI)$|$https://www.nsf.gov/pubs/2017/nsf17528/nsf17528.htm$|$https://www.nsf.gov/pubs/2017/nsf17528/nsf17528.pdf
29$|$Computer Science for All (CS for All: RPP)  Researcher Practitioner Partnerships$|$https://www.nsf.gov/pubs/2017/nsf17525/nsf17525.htm$|$https://www.nsf.gov/pubs/2017/nsf17525/nsf17525.pdf
30$|$NSF/CASIS Collaboration on Combustion and Thermal Transport Processes Research on the International Space Station to Benefit Life on Earth$|$https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.htm$|$https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.pdf
31$|$Dear Colleague Letter: Nominations for Participation on "Ocean Observatories Initiative Facility Board" (OOIFB)$|$https://www.nsf.gov/pubs/2017/nsf17034/nsf17034.jsp$|$https://www.nsf.gov/pubs/2017/nsf17034/nsf17034.pdf
32$|$United States-Israel Collaboration in Computer Science (USICCS) NSF 17-515 Frequently Asked Questions$|$https://www.nsf.gov/pubs/2017/nsf17033/nsf17033.jsp$|$https://www.nsf.gov/pubs/2017/nsf17033/nsf17033.pdf
33$|$Dear Colleague Letter: Potential Integration with the National Aeronautics and Space Administration's (NASA's) EXport Processes in the Ocean from RemoTe Sensing (EXPORTS) Program$|$https://www.nsf.gov/pubs/2017/nsf17032/nsf17032.jsp$|$https://www.nsf.gov/pubs/2017/nsf17032/nsf17032.pdf
34$|$Dear Colleague Letter: IUCRC Clusters for Grand Challenges, a Collaborative Opportunity for Research to Address Grand Challenges$|$https://www.nsf.gov/pubs/2017/nsf17035/nsf17035.jsp$|$https://www.nsf.gov/pubs/2017/nsf17035/nsf17035.pdf
35$|$Management and Operation of the Ocean Observatories Initiative (OOI)$|$https://www.nsf.gov/pubs/2017/nsf17524/nsf17524.htm$|$https://www.nsf.gov/pubs/2017/nsf17524/nsf17524.pdf
36$|$Dear Colleague Letter: Advanced Manufacturing Research to Address Basic Research Enabling Innovation at Manufacturing USA Institutes$|$https://www.nsf.gov/pubs/2017/nsf17030/nsf17030.jsp$|$https://www.nsf.gov/pubs/2017/nsf17030/nsf17030.pdf
37$|$Dimensions of Biodiversity FY2017$|$https://www.nsf.gov/pubs/2017/nsf17523/nsf17523.htm$|$https://www.nsf.gov/pubs/2017/nsf17523/nsf17523.pdf
38$|$Frequently Asked Questions (FAQs) for SBIR-STTR$|$https://www.nsf.gov/pubs/2017/nsf17029/nsf17029.jsp$|$https://www.nsf.gov/pubs/2017/nsf17029/nsf17029.pdf
39$|$Inclusion across the Nation of Communities of Learners of Underrepresented Discoverers in Engineering and Science (NSF INCLUDES)  Design and Development Launch Pilots$|$https://www.nsf.gov/pubs/2017/nsf17522/nsf17522.htm$|$https://www.nsf.gov/pubs/2017/nsf17522/nsf17522.pdf
40$|$Algorithms for Modern Power Systems (AMPS)$|$https://www.nsf.gov/pubs/2017/nsf17521/nsf17521.htm$|$https://www.nsf.gov/pubs/2017/nsf17521/nsf17521.pdf
41$|$Smart and Autonomous Systems FAQ$|$https://www.nsf.gov/pubs/2017/nsf17028/nsf17028.jsp$|$https://www.nsf.gov/pubs/2017/nsf17028/nsf17028.pdf
42$|$Cyberlearning and Future Learning Technologies (Cyberlearning)$|$https://www.nsf.gov/pubs/2017/nsf17520/nsf17520.htm$|$https://www.nsf.gov/pubs/2017/nsf17520/nsf17520.pdf
43$|$National Robotics Initiative 2.0: Ubiquitous Collaborative Robots (NRI-2.0)$|$https://www.nsf.gov/pubs/2017/nsf17518/nsf17518.htm$|$https://www.nsf.gov/pubs/2017/nsf17518/nsf17518.pdf
44$|$Integrative Strategies for Understanding Neural and Cognitive Systems (NSF-NCS)  INTEGRATIVE FOUNDATIONS and CORE+ SUPPLEMENTS$|$https://www.nsf.gov/pubs/2017/nsf17519/nsf17519.htm$|$https://www.nsf.gov/pubs/2017/nsf17519/nsf17519.pdf
45$|$Industry-University Cooperative Research Centers Program (IUCRC)$|$https://www.nsf.gov/pubs/2017/nsf17516/nsf17516.htm$|$https://www.nsf.gov/pubs/2017/nsf17516/nsf17516.pdf
46$|$Dear Colleague Letter: Further Stengthening Research Capacity at Historically Black Colleges and Universities$|$https://www.nsf.gov/pubs/2017/nsf17027/nsf17027.jsp$|$https://www.nsf.gov/pubs/2017/nsf17027/nsf17027.pdf
47$|$United States-Israel Collaboration in Computer Science (USICCS) - A Joint Program of NSF and the US-Israel Binational Science Foundation (BSF)$|$https://www.nsf.gov/pubs/2017/nsf17515/nsf17515.htm$|$https://www.nsf.gov/pubs/2017/nsf17515/nsf17515.pdf
48$|$Dear Colleague Letter: Special Guidelines for Submitting Proposals for NSF/GEO/EAR - Taiwan Collaborative Research$|$https://www.nsf.gov/pubs/2017/nsf17012/nsf17012.jsp$|$https://www.nsf.gov/pubs/2017/nsf17012/nsf17012.pdf
49$|$Frequently Asked Questions (FAQs) for NSF 17-508, FY 2017 IOS Core Programs Solicitation$|$https://www.nsf.gov/pubs/2017/nsf17026/nsf17026.jsp$|$https://www.nsf.gov/pubs/2017/nsf17026/nsf17026.pdf
50$|$Frequently Asked Questions (FAQs) for NSF 16-610, Smart & Connected Communities (S&CC)$|$https://www.nsf.gov/pubs/2017/nsf17025/nsf17025.jsp$|$https://www.nsf.gov/pubs/2017/nsf17025/nsf17025.pdf
51$|$PFE: Research Initiation in Engineering Formation (PFE: RIEF)$|$https://www.nsf.gov/pubs/2017/nsf17514/nsf17514.htm$|$https://www.nsf.gov/pubs/2017/nsf17514/nsf17514.pdf
52$|$Long Term Research in Environmental Biology (LTREB)$|$https://www.nsf.gov/pubs/2017/nsf17513/nsf17513.htm$|$https://www.nsf.gov/pubs/2017/nsf17513/nsf17513.pdf
53$|$EarthScope$|$https://www.nsf.gov/pubs/2017/nsf17511/nsf17511.htm$|$https://www.nsf.gov/pubs/2017/nsf17511/nsf17511.pdf
54$|$Divsion of Environmental Biology (Core Programs) (DEB)$|$https://www.nsf.gov/pubs/2017/nsf17512/nsf17512.htm$|$https://www.nsf.gov/pubs/2017/nsf17512/nsf17512.pdf
55$|$Dear Colleague Letter: Enabling US-Brazil Collaboration on Cybersecurity Research$|$https://www.nsf.gov/pubs/2017/nsf17024/nsf17024.jsp$|$https://www.nsf.gov/pubs/2017/nsf17024/nsf17024.pdf
56$|$EPSCoR Research Infrastructure Improvement Track 4: EPSCoR Research Fellows (RII Track-4)$|$https://www.nsf.gov/pubs/2017/nsf17509/nsf17509.htm$|$https://www.nsf.gov/pubs/2017/nsf17509/nsf17509.pdf
57$|$Algorithms for Threat Detection (ATD)$|$https://www.nsf.gov/pubs/2017/nsf17510/nsf17510.htm$|$https://www.nsf.gov/pubs/2017/nsf17510/nsf17510.pdf
58$|$Training-based Workforce Development for Advanced Cyberinfrastructure (CyberTraining)$|$https://www.nsf.gov/pubs/2017/nsf17507/nsf17507.htm$|$https://www.nsf.gov/pubs/2017/nsf17507/nsf17507.pdf
59$|$Division of Integrative Organismal Systems Core Programs$|$https://www.nsf.gov/pubs/2017/nsf17508/nsf17508.htm$|$https://www.nsf.gov/pubs/2017/nsf17508/nsf17508.pdf
60$|$Dear Colleague Letter: Announcement of Changes to Developmental and Learning Sciences$|$https://www.nsf.gov/pubs/2017/nsf17023/nsf17023.jsp$|$https://www.nsf.gov/pubs/2017/nsf17023/nsf17023.pdf
61$|$Dear Colleague Letter: Encouraging Reproducibility in Computing and Communications Research$|$https://www.nsf.gov/pubs/2017/nsf17022/nsf17022.jsp$|$https://www.nsf.gov/pubs/2017/nsf17022/nsf17022.pdf
62$|$NSF 16-585: Frequently Asked Questions for NSF 16-585, Platforms for Advanced Wireless Research (PAWR): Establishing the PAWR Project Office (PPO)$|$https://www.nsf.gov/pubs/2017/nsf17016/nsf17016.jsp$|$https://www.nsf.gov/pubs/2017/nsf17016/nsf17016.pdf
63$|$Dear Colleague Letter (DCL): Enabling New Collaborations Between Computer and Information Science & Engineering (CISE) and Social, Behavioral and Economic Sciences (SBE) Research Communities$|$https://www.nsf.gov/pubs/2017/nsf17019/nsf17019.jsp$|$https://www.nsf.gov/pubs/2017/nsf17019/nsf17019.pdf
64$|$Dear Colleague Letter: Provision of Shallow Advanced Piston Coring Capabilities on JOIDES Resolution to the U.S. Research Community: "JR100"$|$https://www.nsf.gov/pubs/2017/nsf17018/nsf17018.jsp$|$https://www.nsf.gov/pubs/2017/nsf17018/nsf17018.pdf
65$|$Thwaites: The Future of Thwaites Glacier and its Contribution to Sea-level Rise$|$https://www.nsf.gov/pubs/2017/nsf17505/nsf17505.htm$|$https://www.nsf.gov/pubs/2017/nsf17505/nsf17505.pdf
66$|$Biological Anthropology Program - Doctoral Dissertation Research Improvement Grants (BA-DDRIG)$|$https://www.nsf.gov/pubs/2017/nsf17506/nsf17506.htm$|$https://www.nsf.gov/pubs/2017/nsf17506/nsf17506.pdf
67$|$Dear Colleague Letter: Research Experiences for Undergraduates (REU) Supplemental Funding$|$https://www.nsf.gov/pubs/2017/nsf17021/nsf17021.jsp$|$https://www.nsf.gov/pubs/2017/nsf17021/nsf17021.pdf
68$|$Dear Colleague Letter (DCL): Special Guidelines for Submitting Collaborative Proposals under the US NSF/CISE - US-Israel Binational Science Foundation International Opportunity$|$https://www.nsf.gov/pubs/2017/nsf17020/nsf17020.jsp$|$https://www.nsf.gov/pubs/2017/nsf17020/nsf17020.pdf
69$|$Earth Sciences: Laboratory Technician Support (EAR/LTS)$|$https://www.nsf.gov/pubs/2017/nsf17504/nsf17504.htm$|$https://www.nsf.gov/pubs/2017/nsf17504/nsf17504.pdf
70$|$Frequently Asked Questions for Plant Genome Research Program (PGRP) (NSF 16-614)$|$https://www.nsf.gov/pubs/2017/nsf17017/nsf17017.jsp$|$https://www.nsf.gov/pubs/2017/nsf17017/nsf17017.pdf
71$|$Dear Colleague Letter: Updates to the 2017 Smart and Connected Health Solicitation$|$https://www.nsf.gov/pubs/2017/nsf17015/nsf17015.jsp$|$https://www.nsf.gov/pubs/2017/nsf17015/nsf17015.pdf
72$|$Dear Colleague Letter: Support of State-of-the-Art Ground-Based Instrumentation and Facilities in AGS$|$https://www.nsf.gov/pubs/2017/nsf17014/nsf17014.jsp$|$https://www.nsf.gov/pubs/2017/nsf17014/nsf17014.pdf
73$|$EPSCoR Research Infrastructure Improvement Program: Track-2 Focused EPSCoR Collaborations (RII Track-2 FEC)$|$https://www.nsf.gov/pubs/2017/nsf17503/nsf17503.htm$|$https://www.nsf.gov/pubs/2017/nsf17503/nsf17503.pdf
74$|$Dear Colleague Letter: FY 2017 Innovations at the Nexus of Food, Energy and Water Systems (INFEWS) Funding Opportunity on Nitrogen, Phosphorus, and Water$|$https://www.nsf.gov/pubs/2017/nsf17013/nsf17013.jsp$|$https://www.nsf.gov/pubs/2017/nsf17013/nsf17013.pdf
75$|$Advanced Biomanufacturing of Therapeutic Cells (ABTC)$|$https://www.nsf.gov/pubs/2017/nsf17502/nsf17502.htm$|$https://www.nsf.gov/pubs/2017/nsf17502/nsf17502.pdf
76$|$Critical Resilient Interdependent Infrastructure Systems and Processes FY17 (CRISP)$|$https://www.nsf.gov/pubs/2016/nsf16618/nsf16618.htm$|$https://www.nsf.gov/pubs/2016/nsf16618/nsf16618.pdf
77$|$IUSE/Professional Formation of Engineers: REvolutionizing engineering and computer science Departments (IUSE/PFE: RED)$|$https://www.nsf.gov/pubs/2017/nsf17501/nsf17501.htm$|$https://www.nsf.gov/pubs/2017/nsf17501/nsf17501.pdf
78$|$Data Infrstructure Building Blocks (DIBBs)$|$https://www.nsf.govhttps://www.nsf.gov/pubs/2017/nsf17500/nsf17500.htm$|$https://www.nsf.gov/pubs/2017/nsf17500/nsf17500.pdf
79$|$Dear Colleague Letter: National Science Foundation, Directorate for Social, Behavioral & Economic Sciences (NSF/SBE) and US-Israel Binational Science Foundation (BSF) Opportunity for Collaborations in Economics and Psychology$|$https://www.nsf.gov/pubs/2016/nsf16141/nsf16141.jsp$|$https://www.nsf.gov/pubs/2016/nsf16141/nsf16141.pdf
80$|$Dear Colleague Letter: Collaborative Funding Opportunities in the Division of Chemical, Bioengineering, Environmental, and Transport Systems (CBET)$|$https://www.nsf.govhttps://www.nsf.gov/pubs/2017/nsf17011/nsf17011.jsp$|$https://www.nsf.govhttps://www.nsf.gov/pubs/2017/nsf17011/nsf17011.pdf
81$|$Dear Colleague Letter: Life STEM$|$https://www.nsf.gov/pubs/2016/nsf16143/nsf16143.jsp$|$https://www.nsf.gov/pubs/2016/nsf16143/nsf16143.pdf
82$|$Documenting Endangered Languages - Doctoral Dissertation Research Improvement Grants (DEL-DDRIG)$|$https://www.nsf.gov/pubs/2016/nsf16617/nsf16617.htm$|$https://www.nsf.gov/pubs/2016/nsf16617/nsf16617.pdf
83$|$Dear Colleague Letter: Intent to Release a Solicitation Regarding Future Continued Operations of the Arecibo Observatory$|$https://www.nsf.gov/pubs/2016/nsf16144/nsf16144.jsp$|$https://www.nsf.gov/pubs/2016/nsf16144/nsf16144.pdf
84$|$Spectrum Efficiency, Energy Efficiency, and Security (SpecEES): Enabling Spectrum for All$|$https://www.nsf.gov/pubs/2016/nsf16616/nsf16616.htm$|$https://www.nsf.gov/pubs/2016/nsf16616/nsf16616.pdf
85$|$Transdisciplinary Research in Principles of Data Science Phase I (TRIPODS) - TRIPODS Phase I$|$https://www.nsf.gov/pubs/2016/nsf16615/nsf16615.htm$|$https://www.nsf.gov/pubs/2016/nsf16615/nsf16615.pdf
86$|$Plant Genome Research Program$|$https://www.nsf.gov/pubs/2016/nsf16614/nsf16614.htm$|$https://www.nsf.gov/pubs/2016/nsf16614/nsf16614.pdf
87$|$Dear Colleague Letter: Advanced Measurement Systems for Experimental Determination of Complex Biomaterial Properties$|$https://www.nsf.gov/pubs/2016/nsf16142/nsf16142.jsp$|$https://www.nsf.gov/pubs/2016/nsf16142/nsf16142.pdf
88$|$Emerging Frontiers in Research and Innovation 2017 (EFRI-2017)$|$https://www.nsf.gov/pubs/2016/nsf16612/nsf16612.htm$|$https://www.nsf.gov/pubs/2016/nsf16612/nsf16612.pdf
89$|$Smart and Connected Communities (S&CC)$|$https://www.nsf.gov/pubs/2016/nsf16610/nsf16610.htm$|$https://www.nsf.gov/pubs/2016/nsf16610/nsf16610.pdf
90$|$Dear Colleague Letter: Opportunities for Research in Smart & Connected Communities$|$https://www.nsf.gov/pubs/2016/nsf16140/nsf16140.jsp$|$https://www.nsf.gov/pubs/2016/nsf16140/nsf16140.pdf
91$|$Designing Materials to Revolutionize and Engineer our Future (DMREF)$|$https://www.nsf.gov/pubs/2016/nsf16613/nsf16613.htm$|$https://www.nsf.gov/pubs/2016/nsf16613/nsf16613.pdf
92$|$Earth Sciences: Instrumentation and Facilities (EAR/IF)$|$https://www.nsf.gov/pubs/2016/nsf16609/nsf16609.htm$|$https://www.nsf.gov/pubs/2016/nsf16609/nsf16609.pdf
93$|$Dear Colleague Letter: Stimulating Integrative Research in Computational Cognition (CompCog)$|$https://www.nsf.gov/pubs/2016/nsf16122/nsf16122.jsp$|$https://www.nsf.gov/pubs/2016/nsf16122/nsf16122.pdf
94$|$Dear Colleague Letter: Robust and Reliable Research in the Social, Behavioral, and Economic Sciences$|$https://www.nsf.gov/pubs/2016/nsf16137/nsf16137.jsp$|$https://www.nsf.gov/pubs/2016/nsf16137/nsf16137.pdf
95$|$Dear Colleague Letter: Seeking Community Input for Topic Ideas for Emerging Frontiers in Research and Innovation (EFRI)$|$https://www.nsf.gov/pubs/2016/nsf16138/nsf16138.jsp$|$https://www.nsf.gov/pubs/2016/nsf16138/nsf16138.pdf
96$|$Smart and Autonomous Systems$|$https://www.nsf.gov/pubs/2016/nsf16608/nsf16608.htm$|$https://www.nsf.gov/pubs/2016/nsf16608/nsf16608.pdf
97$|$Collaborative Research in Computational Neuroscience (CRCNS) Innovative Approaches to Science and Engineering Research on Brain Function$|$https://www.nsf.gov/pubs/2016/nsf16607/nsf16607.htm$|$https://www.nsf.gov/pubs/2016/nsf16607/nsf16607.pdf
98$|$Dear Colleague Letter: EFRI Research Experience and Mentoring (REM) Program$|$https://www.nsf.gov/pubs/2016/nsf16139/nsf16139.jsp$|$https://www.nsf.gov/pubs/2016/nsf16139/nsf16139.pdf
99$|$NSF/Intel Partnership on Computer Assisted Programming for Heterogeneous Architectures (CAPA)$|$https://www.nsf.gov/pubs/2016/nsf16606/nsf16606.htm$|$https://www.nsf.gov/pubs/2016/nsf16606/nsf16606.pdf
100$|$Dear Colleague Letter: Revised Unsolicited Proposal Submission Window for CMMI Programs$|$https://www.nsf.gov/pubs/2016/nsf16136/nsf16136.jsp$|$https://www.nsf.gov/pubs/2016/nsf16136/nsf16136.pdf
101$|$Dear Colleague Letter: DMR Window Changes$|$https://www.nsf.gov/pubs/2016/nsf16135/nsf16135.jsp$|$https://www.nsf.gov/pubs/2016/nsf16135/nsf16135.pdf
102$|$Scalable Nanomanufacturing for Integrated Systems (SNM-IS)$|$https://www.nsf.gov/pubs/2016/nsf16604/nsf16604.htm$|$https://www.nsf.gov/pubs/2016/nsf16604/nsf16604.pdf
103$|$Scalable Parallelism in the Extreme (SPX)$|$https://www.nsf.gov/pubs/2016/nsf16605/nsf16605.htm$|$https://www.nsf.gov/pubs/2016/nsf16605/nsf16605.pdf
104$|$Frequently Asked Questions: NSF SBIR/STTR Phase II Budgets and Accounting$|$https://www.nsf.gov/pubs/2016/nsf16134/nsf16134.jsp$|$https://www.nsf.gov/bfa/dias/policy/captc/nsf16501.pdf
105$|$Algorithms in the Field (AitF)$|$https://www.nsf.gov/pubs/2016/nsf16603/nsf16603.htm$|$https://www.nsf.gov/pubs/2016/nsf16134/nsf16134.pdf
106$|$Smart and Connected Health (SCH)$|$https://www.nsf.gov/pubs/2016/nsf16601/nsf16601.htm$|$https://www.nsf.gov/pubs/2016/nsf16603/nsf16603.pdf
107$|$Solar and Planetary Research Grants (SPG)$|$https://www.nsf.gov/pubs/2016/nsf16602/nsf16602.htm$|$https://www.nsf.gov/pubs/2016/nsf16601/nsf16601.pdf
108$|$Small Business Innovation Research Program Phase I (SBIR) December 2016 Submission$|$https://www.nsf.gov/pubs/2016/nsf16599/nsf16599.htm$|$https://www.nsf.gov/pubs/2016/nsf16602/nsf16602.pdf
109$|$Small Business Technology Transfer Program Phase I (STTR) December 2016 Submission$|$https://www.nsf.gov/pubs/2016/nsf16600/nsf16600.htm$|$https://www.nsf.gov/pubs/2016/nsf16599/nsf16599.pdf
110$|$Dear Colleague Letter: Special Guidelines for Submitting Collaborative Proposals under the US NSF/GEO - UK Lead Agency Opportunity$|$https://www.nsf.gov/pubs/2016/nsf16132/nsf16132.jsp$|$https://www.nsf.gov/pubs/2016/nsf16600/nsf16600.pdf
111$|$Condensed Matter and Materials Theory (CMMT)$|$https://www.nsf.gov/pubs/2016/nsf16596/nsf16596.htm$|$https://www.nsf.gov/pubs/2016/nsf16132/nsf16132.pdf
112$|$Ceramics (CER)$|$https://www.nsf.gov/pubs/2016/nsf16597/nsf16597.htm$|$https://www.nsf.gov/pubs/2016/nsf16596/nsf16596.pdf
113$|$Geophysics (PH)$|$https://www.nsf.gov/pubs/2016/nsf16598/nsf16598.htm$|$https://www.nsf.gov/pubs/2016/nsf16597/nsf16597.pdf
114$|$Dear Colleague Letter: Arctic Research Utilizing the Swedish Icebreaker ODEN$|$https://www.nsf.gov/pubs/2016/nsf16130/nsf16130.jsp$|$https://www.nsf.gov/pubs/2016/nsf16598/nsf16598.pdf
115$|$ADVANCE: Increasing the Participation and Advancement of Women in Academic Science and Engineering Careers (ADVANCE)$|$https://www.nsf.gov/pubs/2016/nsf16594/nsf16594.htm$|$https://www.nsf.gov/pubs/2016/nsf16130/nsf16130.pdf
116$|$Arctic Research Opportunities; Arctic Natural Sciences; Arctic Social Science; Arctic System Science; Arctic Observing Network$|$https://www.nsf.gov/pubs/2016/nsf16595/nsf16595.htm$|$https://www.nsf.gov/pubs/2016/nsf16594/nsf16594.pdf
117$|$Dear Colleague Letter: Re-competition of Operations and Management of the NSF-supported AMISR Facilities located at Poker Flat, AK and Resolute Bay, Canada$|$https://www.nsf.gov/pubs/2016/nsf16127/nsf16127.jsp$|$https://www.nsf.gov/pubs/2016/nsf16595/nsf16595.pdf
118$|$Dear Colleague Letter: Data Infrastructure Building Blocks (DIBBs) program PI/coPI Meeting$|$https://www.nsf.gov/pubs/2016/nsf16126/nsf16126.jsp$|$https://www.nsf.gov/pubs/2016/nsf16127/nsf16127.pdf
119$|$Dear Colleague Letter: MPS AGEP-GRS$|$https://www.nsf.gov/pubs/2016/nsf16125/nsf16125.jsp$|$https://www.nsf.gov/pubs/2016/nsf16125/nsf16125.pdf
120$|$Network for Computational Nanotechnology (NCN)Supporting the Next Phase of NCN Nodes Programs$|$https://www.nsf.gov/pubs/2016/nsf16593/nsf16593.htm$|$https://www.nsf.gov/pubs/2016/nsf16593/nsf16593.pdf
121$|$Partnerships for Innovation: Building Innovation Capacity$|$https://www.nsf.gov/pubs/2016/nsf16591/nsf16591.htm$|$https://www.nsf.gov/pubs/2016/nsf16591/nsf16591.pdf
